hanzi,pinyin,english
急剧,ji2 ju4,"rapid, sudden,"
投掷,tou2 zhi4,"to throw sth a long distance, to hurl, to throw at, to throw (dice etc), to flip (a coin),"
优异,you1 yi4,"exceptional, outstandingly good,"
铸造,zhu4 zao4,"to cast (pour metal into a mold),"
专题,zhuan1 ti2,"special topic,"
伯母,bo2 mu3,"wife of father's elder brother, aunt, (polite form of address for a woman who is about the age of one's mother), CL:個|个[gè],"
范畴,fan4 chou2,"category,"
鼓动,gu3 dong4,"to agitate, to arouse, to instigate, to encite,"
摸索,mo1 suo5,"to feel about, to grope about, to fumble, to do things slowly,"
排放,pai2 fang4,"emission, discharge, exhaust (gas etc),"
田径,tian2 jing4,"track and field (athletics),"
雪上加霜,xue3 shang4 jia1 shuang1,"to add hail to snow (idiom); one disaster on top of another, to make things worse in a bad situation,"
致辞,zhi4 ci2,"to express in words or writing, to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc), to address (an audience), same as 致詞|致词,"
转让,zhuan3 rang4,"transfer (technology, goods etc), conveyancing (property),"
百分点,bai3 fen1 dian3,"percentage point,"
博览会,bo2 lan3 hui4,"exposition, international fair,"
布局,bu4 ju2,"arrangement, composition, layout, opening (chess jargon),"
改良,gai3 liang2,"to improve,"
解体,jie3 ti3,"to break up into components, to disintegrate, to collapse, to crumble,"
利害,li4 hai4,"pros and cons, advantages and disadvantages, gains and losses,"
轮船,lun2 chuan2,"steamship, steamer, ocean liner, ship, CL:艘[sōu],"
迁就,qian1 jiu4,"to yield, to adapt to, to accommodate to (sth),"
饲养,si4 yang3,"to raise, to rear,"
腥,xing1,"fishy (smell),"
休养,xiu1 yang3,"to recuperate, to recover, to convalesce,"
舟,zhou1,"boat,"
作废,zuo4 fei4,"to become invalid, to cancel, to delete, to nullify,"
不像话,bu4 xiang4 hua4,"unreasonable, shocking, outrageous,"
反思,fan3 si1,"to think back over sth, to review, to revisit, to rethink, reflection, reassessment,"
规格,gui1 ge2,"standard, norm, specification,"
果断,guo3 duan4,"firm, decisive,"
简化,jian3 hua4,"to simplify,"
简陋,jian3 lou4,"simple and crude (of a room or building),"
提炼,ti2 lian4,"to extract (ore, minerals etc), to refine, to purify, to process,"
唯独,wei2 du2,"only, just (i.e. it is only that...), all except, unique,"
阵容,zhen4 rong2,"troop arrangement, battle formation, line-up (of a sports team etc),"
嘈杂,cao2 za2,"noisy, clamorous,"
地质,di4 zhi4,"geology,"
发呆,fa1 dai1,"to stare blankly, to be stunned, to be lost in thought,"
方针,fang1 zhen1,"policy, guidelines, CL:個|个[gè],"
分红,fen1 hong2,"a bonus, to award a bonus,"
附件,fu4 jian4,"enclosure, attachment (email), appendix,"
干旱,gan1 han4,"drought, arid, dry,"
格式,ge2 shi4,"form, specification, format,"
号召,hao4 zhao4,"to call, to appeal,"
荒凉,huang1 liang2,"desolate,"
空想,kong1 xiang3,"daydream, fantasy, to fantasize,"
筐,kuang1,"basket, CL:隻|只[zhī],"
狼狈,lang2 bei4,"in a difficult situation, to cut a sorry figure, scoundrel! (derogatory),"
里程碑,li3 cheng2 bei1,"milestone,"
凄凉,qi1 liang2,"desolate,"
清澈,qing1 che4,"clear, limpid,"
腮,sai1,"cheek,"
投机,tou2 ji1,"to speculate (on financial markets), opportunistic, congenial, agreeable,"
团圆,tuan2 yuan2,"to have a reunion,"
致使,zhi4 shi3,"to cause, to result in,"
颁布,ban1 bu4,"to issue, to proclaim, to enact (laws, decrees etc),"
参照,can1 zhao4,"to consult a reference, to refer to (another document),"
反倒,fan3 dao4,"but on the contrary, but expectedly,"
丰收,feng1 shou1,"bumper harvest,"
化石,hua4 shi2,"fossil,"
切实,qie4 shi2,"feasible, earnestly, conscientiously, realistic, practical,"
爽快,shuang3 kuai5,"refreshed, rejuvenated, frank and straightforward,"
无精打采,wu2 jing1 da3 cai3,"dispirited and downcast (idiom); listless, in low spirits, washed out,"
照应,zhao4 ying4,"to correlate with, to correspond to,"
迸发,beng4 fa1,"to burst forth,"
秤,cheng1,"steelyard, Roman balance, CL:臺|台[tái],"
董事长,dong3 shi4 zhang3,"chairman of the board, chairman,"
幅度,fu2 du4,"width, extent, range, scope,"
简要,jian3 yao4,"concise, brief,"
开明,kai1 ming2,"enlightened, open-minded, enlightenment,"
抹杀,mo3 sha1,"to erase, to cover traces, to obliterate evidence, to expunge, to blot out, to suppress,"
配套,pei4 tao4,"to form a complete set, coherent,"
逝世,shi4 shi4,"to pass away, to die,"
威风,wei1 feng1,"might, awe-inspiring authority, impressive,"
压榨,ya1 zha4,"to press, to squeeze, to extract juice, oil etc by squeezing,"
英明,ying1 ming2,"wise, brilliant,"
整顿,zheng3 dun4,"to tidy up, to reorganize, to consolidate, to rectify,"
总和,zong3 he2,"sum,"
本钱,ben3 qian2,"capital,"
功效,gong1 xiao4,"efficacy,"
垄断,long3 duan4,"to enjoy market dominance, to monopolize,"
申报,shen1 bao4,"to report (to the authorities), to declare (to customs),"
狭隘,xia2 ai4,"narrow, tight, narrow minded, lacking in experience,"
隐患,yin3 huan4,"a danger concealed within sth, hidden damage, misfortune not visible from the surface,"
真挚,zhen1 zhi4,"sincere, sincerity,"
参谋,can1 mou2,"staff officer, to give advice,"
岔,cha4,"fork in road, bifurcation, branch in road, river, mountain range etc, to branch off, to turn off, to diverge, to stray (from the path), to change the subject, to interrupt, to stagger (times),"
柴油,chai2 you2,"diesel fuel,"
吃力,chi1 li4,"to entail strenuous effort, to toil at a task, strenuous, laborious, strain,"
充沛,chong1 pei4,"abundant, plentiful, vigorous,"
动荡,dong4 dang4,"unrest (social or political), turmoil, upheaval, commotion,"
高考,gao1 kao3,"college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试), entrance exam for senior government service posts (Taiwan),"
勾结,gou1 jie2,"to collude with, to collaborate with, to gang up with,"
会晤,hui4 wu4,"to meet, meeting, conference,"
接连,jie1 lian2,"on end, in a row, in succession,"
结算,jie2 suan4,"to settle a bill, to close an account,"
品行,pin3 xing2,"behavior, moral conduct,"
惹祸,re3 huo4,"stirring up trouble, to invite disaster,"
摄氏度,She4 shi4 du4,"degrees centigrade,"
无偿,wu2 chang2,"free, no charge, at no cost,"
媳妇,xi2 fu4,"daughter-in-law, wife (of a younger man), young married woman, young woman,"
新陈代谢,xin1 chen2 dai4 xie4,"metabolism (biology), the new replaces the old (idiom),"
虚荣,xu1 rong2,"vanity,"
亚军,ya4 jun1,"second place (in a sports contest), runner-up,"
治理,zhi4 li3,"to govern, to administer, to manage, to control, governance,"
滞留,zhi4 liu2,"to detain, retention,"
主办,zhu3 ban4,"to organize, to host (a conference or sports event),"
主权,zhu3 quan2,"sovereignty,"
畅通,chang4 tong1,"unimpeded, free-flowing, straight path, unclogged, move without obstruction,"
堆积,dui1 ji1,"to pile up, to heap, accumulation,"
海拔,hai3 ba2,"height above sea level, elevation,"
坚韧,jian1 ren4,"tough and durable, tenacious,"
枯竭,ku1 jie2,"used up, dried up, exhausted (of resources),"
眯,mi2,"to narrow one's eyes, to squint,"
民用,min2 yong4,"(for) civilian use,"
生疏,sheng1 shu1,"unfamiliar, strange, out of practice, not accustomed,"
盛行,sheng4 xing2,"to be in vogue, to be prevalent,"
斯文,si1 wen2,"refined, educate, cultured, intellectual, polite, gentle,"
悬挂,xuan2 gua4,"to suspend, to hang, suspension (cable car),"
别致,bie2 zhi4,"variant of 別緻|别致[bié zhì],"
创业,chuang4 ye4,"to begin an undertaking, to start a major task, to initiate, to venture, venture, entrepreneurship,"
攻克,gong1 ke4,"to capture, to take, to overcome, to solve,"
狠心,hen3 xin1,"callous, heartless,"
觉悟,jue2 wu4,"consciousness, awareness, Buddhist enlightenment (Sanskrit: cittotpāda),"
开拓,kai1 tuo4,"to break new ground (for agriculture), to open up (a new seam), to develop (border regions), fig. to open up (new horizons),"
空隙,kong4 xi4,"crack, gap between two objects, gap in time between two events,"
派别,pai4 bie2,"denomination, group, school, faction, school of thought,"
伤脑筋,shang1 nao3 jin1,"knotty, troublesome, bothersome,"
为期,wei2 qi1,"(to be done) by (a certain date), lasting (a certain time),"
意向,yi4 xiang4,"intention, purpose, intent, inclination, disposition,"
自发,zi4 fa1,"spontaneous,"
崇敬,chong2 jing4,"to revere, high esteem,"
处分,chu3 fen4,"to discipline sb, to punish, disciplinary action, to deal with (a matter), CL:個|个[gè],"
端正,duan1 zheng4,"upright, regular, proper, correct,"
对照,dui4 zhao4,"to contrast, to compare, to place side by side for comparison (as parallel texts), to check,"
港湾,gang3 wan1,"natural harbor, bay serving as harbor,"
和气,he2 qi5,"friendly, polite, amiable,"
媒介,mei2 jie4,"media, medium,"
文献,wen2 xian4,"document,"
霸道,ba4 dao4,"the Way of the Hegemon, abbr. of 霸王之道, despotic rule, rule by might, evil as opposed to the Way of the King 王道, overbearing, tyranny, (of liquor, medicine etc) strong, potent,"
点缀,dian3 zhui4,"to decorate, to adorn, sprinkled, studded, only for show,"
歌颂,ge1 song4,"to sing the praises of, to extol, to eulogize,"
科目,ke1 mu4,"subject,"
耸,song3,"to excite, to raise up, to shrug, high, lofty, towering,"
一丝不苟,yi1 si1 bu4 gou3,"not one thread loose (idiom); strictly according to the rules, meticulous, not one hair out of place,"
杂交,za2 jiao1,"a hybrid,"
赞叹,zan4 tan4,"to sigh or gasp in admiration, high praise,"
暂且,zan4 qie3,"for now, for the time being, temporarily,"
专科,zhuan1 ke1,"specialized subject, branch (of medicine), specialized training school,"
迟缓,chi2 huan3,"slow, sluggish,"
浸泡,jin4 pao4,"to steep, to soak, to immerse,"
栏目,lan2 mu4,"regular column or segment (in a publication or broadcast program), program (TV or radio),"
利率,li4 lv4,"interest rates,"
威信,Wei1 xin4,"prestige, reputation, trust, credit with the people,"
慰问,wei4 wen4,"to express sympathy, greetings, consolation etc,"
眼色,yan3 se4,"a wink, to signal with one's eyes,"
一目了然,yi1 mu4 liao3 ran2,"obvious at a glance (idiom),"
有条不紊,you3 tiao2 bu4 wen3,"regular and thorough (idiom); methodically arranged,"
灯笼,deng1 long2,"lantern,"
时事,shi2 shi4,"current trends, the present situation, how things are going,"
世代,shi4 dai4,"generation, an era, accumulation of years, passing on from generation to generation,"
停泊,ting2 bo2,"to anchor, anchorage, mooring (of a ship),"
新颖,xin1 ying3,"lit. new bud, fig. new and original,"
兴高采烈,xing4 gao1 cai3 lie4,"happy and excited (idiom); in high spirits, in great delight,"
制订,zhi4 ding4,"to work out, to formulate,"
自力更生,zi4 li4 geng1 sheng1,"regeneration through one's own effort (idiom), self-reliance,"
丛,cong2,"cluster, collection, collection of books, thicket,"
淡水,Dan4 shui3,"potable water (water with low salt content), fresh water,"
杠杆,gang4 gan3,"lever, pry bar, crowbar, financial leverage,"
家喻户晓,jia1 yu4 hu4 xiao3,"understood by everyone (idiom); well known, a household name,"
开辟,kai1 pi4,"to open up, to set up, to establish,"
靠拢,kao4 long3,"to draw close to,"
立足,li4 zu2,"to stand, to have a footing, to be established, to base oneself on,"
踏实,ta1 shi5,"practical, down-to-earth, realistic, firmly based, steadfast, to have peace of mind, free from anxiety,"
依次,yi1 ci4,"in order, in succession,"
周折,zhou1 zhe2,"complication, twists and turns, problem, setback,"
冰雹,bing1 bao2,"hail, hailstone, CL:場|场,粒[lì],"
进而,jin4 er2,"and then (what follows next),"
框架,kuang4 jia4,"frame, framework, fig. pattern, outline, organizing plan,"
平坦,ping2 tan3,"level, even, smooth, flat,"
请示,qing3 shi4,"to ask for instructions,"
确立,que4 li4,"to establish, to institute,"
盛情,sheng4 qing2,"great kindness, magnificent hospitality,"
肆无忌惮,si4 wu2 ji4 dan4,"absolutely unrestrained, unbridled, without the slightest scruple,"
便于,bian4 yu2,"easy to, convenient for,"
草案,cao3 an4,"draft (legislation, proposal etc),"
赤字,chi4 zi4,"(financial) deficit, red letter,"
疙瘩,ge1 da5,"swelling or lump on skin, pimple, knot, preoccupation, problem,"
工艺品,gong1 yi4 pin3,"handicraft article, handiwork, CL:個|个[gè],"
精简,jing1 jian3,"to simplify, to reduce,"
埋没,mai2 mo4,"to engulf, to bury, to overlook, to stifle, to neglect, to fall into oblivion,"
偏差,pian1 cha1,"bias, deviation,"
品德,pin3 de2,"moral character,"
散文,san3 wen2,"prose, essay,"
时而,shi2 er2,"occasionally, from time to time,"
随即,sui2 ji2,"immediately, presently, following which,"
倘若,tang3 ruo4,"provided that, supposing that, if,"
飙升,biao1 sheng1,"to rise rapidly, to soar,"
繁华,fan2 hua2,"flourishing, bustling,"
举足轻重,ju3 zu2 qing1 zhong4,"a foot's move sways the balance (idiom); to hold the balance of power, to play the decisive role,"
考核,kao3 he2,"to examine, to check up on, to assess, to review, appraisal, review, evaluation,"
母语,mu3 yu3,"native language, mother tongue, (linguistics) parent language,"
通俗,tong1 su2,"common, everyday, average,"
以至,yi3 zhi4,"down to, up to, to such an extent as to ... (also written 以至於|以至于),"
装卸,zhuang1 xie4,"to load or unload, to transfer, to assemble and disassemble,"
变故,bian4 gu4,"an unforeseen event, accident, misfortune,"
不相上下,bu4 xiang1 shang4 xia4,"equally matched, about the same,"
大体,da4 ti3,"in general, more or less, in rough terms, basically, on the whole,"
发扬,fa1 yang2,"to develop, to make full use of,"
反问,fan3 wen4,"to ask (a question) in reply, to answer a question with a question, rhetorical question,"
姑且,gu1 qie3,"temporarily, the time being, for the moment, provisional, tentatively,"
灌溉,guan4 gai4,"to irrigate,"
论证,lun4 zheng4,"to prove a point, to expound on, to demonstrate or prove (through argument), proof,"
天文,tian1 wen2,"astronomy,"
调和,tiao2 he2,"harmonious, to mediate, to reconcile, to compromise, mediation, to mix, to blend, blended, to season, seasoning, to placate,"
误差,wu4 cha1,"difference, error, inaccuracy,"
一律,yi1 lv4,"same, uniformly, all, without exception,"
隐约,yin3 yue1,"vague, faint, indistinct,"
油腻,you2 ni4,"grease, greasy food, oily, rich (of food), fatty, greasy and dirty, a slippery character,"
摘要,zhai1 yao4,"summary, abstract,"
争气,zheng1 qi4,"to work hard for sth, to resolve on improvement, determined not to fall short,"
注释,zhu4 shi4,"marginal notes, annotation, to annotate, to add comments to text,"
播种,bo1 zhong3,"to sow seeds, sowing, seed,"
寒暄,han2 xuan1,"exchanging conventional greetings, to talk about the weather,"
加剧,jia1 ju4,"to intensify, to sharpen, to accelerate, to aggravate, to exacerbate, to embitter,"
伶俐,ling2 li4,"clever, witty, intelligent,"
萌芽,meng2 ya2,"sprout, germ of a plant,"
千方百计,qian1 fang1 bai3 ji4,"lit. thousand ways, a hundred plans (idiom); by every possible means,"
书法,shu1 fa3,"calligraphy, handwriting, penmanship,"
问世,wen4 shi4,"to be published, to come out,"
追悼,zhui1 dao4,"to mourn, to pay last respects, mourning, memorial (service etc),"
钻研,zuan1 yan2,"to study meticulously, to delve into,"
巴结,ba1 jie5,"to fawn on, to curry favor with, to make up to,"
不屑一顾,bu4 xie4 yi1 gu4,"to disdain as beneath contempt,"
陈列,chen2 lie4,"to display, to exhibit,"
赤道,chi4 dao4,"equator (of the earth or astronomical body),"
无穷无尽,wu2 qiong2 wu2 jin4,"vast and limitless (idiom); endless span of time, no vestige of a beginning, no prospect of an end,"
镶嵌,xiang1 qian4,"to inlay, to embed, to set (e.g. a jewel in a ring), tiling, tesselation,"
心疼,xin1 teng2,"to love dearly, the pain of love,"
胸怀,xiong1 huai2,"one's bosom (the seat of emotions), breast, broad-minded and open, to think about, to cherish,"
荧屏,ying2 ping2,"fluorescent screen, TV screen,"
拄,zhu3,"to lean on, to prop on,"
操劳,cao1 lao2,"to work hard, to look after,"
督促,du1 cu4,"to supervise and urge completion of a task, to urge on,"
遏制,e4 zhi4,"to check, to contain, to hold back, to keep within limits, to constrain, to restrain,"
盖章,gai4 zhang1,"to affix a seal (to sth),"
湖泊,hu2 po1,"lake,"
开水,kai1 shui3,"boiled water, boiling water,"
刊物,kan1 wu4,"publication,"
椭圆,tuo3 yuan2,"oval, ellipse, elliptic,"
心得,xin1 de2,"knowledge gained, CL:個|个[gè],"
着重,zhuo2 zhong4,"put emphasis on, to stress, to emphasize,"
不言而喻,bu4 yan2 er2 yu4,"it goes without saying, it is self-evident,"
倡导,chang4 dao3,"to advocate, to initiate, to propose, to be a proponent of (an idea or school of thought),"
吹捧,chui1 peng3,"to flatter, to laud sb's accomplishments, adulation,"
敌视,di2 shi4,"hostile, malevolence, antagonism, to view as enemy, to stand against,"
颈椎,jing3 zhui1,"cervical vertebra, the seven cervical vertebrae in the neck of humans and most mammals,"
名次,ming2 ci4,"position in a ranking of names,"
摄取,she4 qu3,"absorb (nutrition), take a photo,"
神气,shen2 qi4,"expression, manner, spirited, vigorous,"
舒畅,shu1 chang4,"happy, entirely free from worry,"
迎面,ying2 mian4,"directly, head-on (collision), in one's face (of wind),"
栽培,zai1 pei2,"to grow, to cultivate, to train, to educate, to patronize,"
章程,zhang1 cheng2,"rules, regulations, constitution, statute, articles of association (of company), articles of incorporation, charter (of a corporation), by-laws,"
招收,zhao1 shou1,"to hire, to recruit,"
昼夜,zhou4 ye4,"day and night, period of 24 hours, continuously, without stop,"
变迁,bian4 qian1,"changes, vicissitudes,"
诧异,cha4 yi4,"flabbergasted, astonished,"
成心,cheng2 xin1,"intentional, deliberate, on purpose,"
导向,dao3 xiang4,"to be oriented towards, orientation,"
断断续续,duan4 duan4 xu4 xu4,"intermittent, off and on, discontinuous, stop-go, stammering, disjointed, inarticulate,"
公证,gong1 zheng4,"notarization, notarized, acknowledgement,"
忌讳,ji4 hui4,"taboo, to avoid as taboo, to abstain from,"
佳肴,jia1 yao2,"fine food, delicacies, delicious food,"
亏待,kui1 dai4,"to treat sb unfairly,"
列举,lie4 ju3,"a list, to list, to enumerate,"
吞咽,tun1 yan4,"to swallow, to gulp,"
托运,tuo1 yun4,"to consign (goods), to check through (baggage),"
渔民,yu2 min2,"fisherman, fisher folk,"
制约,zhi4 yue1,"to restrict, condition,"
鞭策,bian1 ce4,"to spur on, to urge on, to encourage sb (e.g. to make progress),"
顿时,dun4 shi2,"immediately, suddenly,"
固然,gu4 ran2,"admittedly (it's true that...),"
呼啸,hu1 xiao4,"to whistle, to scream, to whiz,"
吉祥,ji2 xiang2,"lucky, auspicious, propitious,"
魄力,po4 li4,"courage, daring, boldness, resolution, drive,"
朴实,pu3 shi2,"plain, simple, guileless, down-to-earth, sincere and honest,"
索性,suo3 xing4,"you might as well (do it), simply, just,"
涌现,yong3 xian4,"to emerge in large numbers, to spring up, to emerge prominently,"
出洋相,chu1 yang2 xiang4,"to make a fool of oneself,"
慈祥,ci2 xiang2,"kindly, benevolent (often of older person),"
答辩,da2 bian4,"to reply (to an accusation), to defend one's dissertation,"
讥笑,ji1 xiao4,"to sneer,"
家常,jia1 chang2,"the daily life of a family,"
借鉴,jie4 jian4,"to use other people's experience, to borrow from a source, to use as reference,"
茎,jing1,"stalk, stem, CL:條|条[tiáo],"
经商,jing1 shang1,"to trade, to carry out commercial activities, in business,"
兴旺,xing1 wang4,"prosperous, thriving, to prosper, to flourish,"
学说,xue2 shuo1,"theory, doctrine,"
周转,zhou1 zhuan3,"turnover (in cash or personnel), to have enough resources to cover a need, also written 周轉|周转,"
壮丽,zhuang4 li4,"magnificence, magnificent, majestic, glorious,"
反之,fan3 zhi1,"on the other hand..., conversely...,"
纺织,fang3 zhi1,"spinning and weaving,"
分寸,fen1 cun5,"propriety, appropriate behavior, proper speech or action, within the norms,"
夹杂,jia1 za2,"to mix together (disparate substances), to mingle, a mix, to be tangled up with,"
截至,jie2 zhi4,"up to (a time), by (a time),"
旷课,kuang4 ke4,"to play truant, to cut classes,"
历来,li4 lai2,"always, throughout (a period of time), (of) all-time,"
飘扬,piao1 yang2,"to wave, to flutter, to fly,"
威望,wei1 wang4,"prestige,"
文艺,wen2 yi4,"literature and art,"
壮烈,zhuang4 lie4,"brave, heroic,"
纵横,zong4 heng2,"lit. warp and weft in weaving; vertically and horizontal, length and breadth, criss-crossed, able to move unhindered, abbr. for 合縱連橫|合纵连横, School of Diplomacy during the Warring States Period (475-221 BC),"
哺乳,bu3 ru3,"breast feeding, to suckle, to nurse,"
操练,cao1 lian4,"drill, practice,"
搀,chan1,"to assist by the arm, to mix, to support, to sustain,"
多元化,duo1 yuan2 hua4,"diversification, pluralism, to diversify,"
恭敬,gong1 jing4,"deferential, respectful,"
贯彻,guan4 che4,"to implement, to put into practice, to carry out,"
归根到底,gui1 gen1 dao4 di3,"(saying) to sum it up...,"
棍棒,gun4 bang4,"club,"
劲头,jin4 tou2,"enthusiasm, zeal, vigor, strength,"
拟定,ni3 ding4,"to draw up, to draft, to formulate,"
畔,pan4,"bank, field-path,"
起哄,qi3 hong4,"to heckle, rowdy jeering, to create a disturbance,"
梢,shao1,"tip of branch,"
俗话,su2 hua4,"common saying, proverb,"
污蔑,wu1 mie4,"to slander, to smear, to tarnish,"
相等,xiang1 deng3,"equal, equally, equivalent,"
沿海,yan2 hai3,"coastal,"
预赛,yu4 sai4,"preliminary competition, to hold preliminary heats,"
寓言,yu4 yan2,"fable, CL:則|则[zé],"
蕴藏,yun4 cang2,"to hold in store, to contain (untapped reserves etc),"
贬义,bian3 yi4,"derogatory sense, negative connotation,"
承包,cheng2 bao1,"to contract, to undertake (a job),"
踌躇,chou2 chu2,"to hesitate,"
反动,fan3 dong4,"reaction, reactionary,"
固有,gu4 you3,"intrinsic to sth, inherent, native,"
近视,jin4 shi4,"shortsighted, nearsighted, myopia,"
亏损,kui1 sun3,"deficit, (financial) loss,"
留念,liu2 nian4,"to keep as a souvenir, to recall fondly,"
落成,luo4 cheng2,"to complete a construction project,"
批发,pi1 fa1,"wholesale, bulk trade, distribution,"
挑拨,tiao3 bo1,"to incite disharmony, to instigate,"
严寒,yan2 han2,"bitter cold, severe winter,"
扎实,zha1 shi5,"strong, solid, sturdy, firm, practical,"
斟酌,zhen1 zhuo2,"to consider, to deliberate, to fill up a cup to the brim,"
饱和,bao3 he2,"saturation,"
并存,bing4 cun2,"to exist at the same time, to coexist,"
次品,ci4 pin3,"substandard products, defective, seconds,"
地势,di4 shi4,"terrain, topography relief,"
陡峭,dou3 qiao4,"precipitous,"
法人,fa3 ren2,"legal person, corporation, see also 自然人[zì rán rén],"
合算,he2 suan4,"worthwhile, be a good deal, be a bargain, reckon up, calculate,"
力争,li4 zheng1,"to work hard for, to do all one can, to contend strongly,"
书记,shu1 ji5,"secretary, clerk, CL:個|个[gè],"
涂抹,tu2 mo3,"to paint, to smear, to apply (makeup etc), to doodle, to erase, to obliterate,"
为首,wei2 shou3,"head, be headed by,"
无可奈何,wu2 ke3 nai4 he2,"have no way out, have no alternative, abbr. to 無奈|无奈[wú nài],"
谢绝,xie4 jue2,"to refuse politely,"
自满,zi4 man3,"complacent, self-satisfied,"
猖狂,chang1 kuang2,"savage, furious,"
常年,chang2 nian2,"all year round, for years on end, average year,"
哆嗦,duo1 suo5,"to tremble, to shiver, uncontrolled shaking of the body,"
格局,ge2 ju2,"structure, pattern, layout,"
根深蒂固,gen1 shen1 di4 gu4,"deep-rooted (problem etc),"
及早,ji2 zao3,"at the earliest possible time, as soon as possible,"
剪彩,jian3 cai3,"to cut the ribbon (at a launching or opening ceremony),"
舰艇,jian4 ting3,"warship, naval vessel,"
略微,lve4 wei1,"a little bit, slightly,"
浓厚,nong2 hou4,"dense, thick (fog, clouds etc), to have a strong interest in, deep, fully saturated (color),"
洽谈,qia4 tan2,"to discuss,"
世界观,shi4 jie4 guan1,"worldview, world outlook, Weltanschauung,"
衣裳,yi1 shang5,"clothes,"
遮挡,zhe1 dang3,"to shelter, to shelter from,"
职能,zhi2 neng2,"function, role,"
并列,bing4 lie4,"to stand side by side, to be juxtaposed,"
肥沃,fei2 wo4,"fertile,"
检讨,jian3 tao3,"to examine or inspect, self-criticism, review,"
空前绝后,kong1 qian2 jue2 hou4,"unprecedented and never to be duplicated, the first and the last, unmatched, unique,"
挎,kua4,"to carry (esp. slung over the arm, shoulder or side),"
辽阔,liao2 kuo4,"vast, extensive,"
茂盛,mao4 sheng4,"lush,"
实惠,shi2 hui4,"tangible benefit, material advantages, advantageous (deal), substantial (discount),"
势必,shi4 bi4,"to be bound to, undoubtedly will,"
无微不至,wu2 wei1 bu4 zhi4,"in every possible way (idiom); meticulous,"
兴隆,Xing1 long2,"prosperous, thriving, flourishing,"
再接再厉,zai4 jie1 zai4 li4,"to continue the struggle (idiom); to persist, unremitting efforts,"
爱不释手,ai4 bu4 shi4 shou3,"to love sth too much to part with it (idiom); to fondle admiringly,"
弊端,bi4 duan1,"malpractice, abuse, corrupt practice,"
怠慢,dai4 man4,"to slight, to neglect,"
风气,feng1 qi4,"general mood, atmosphere, common practice,"
红包,hong2 bao1,"lit. money wrapped in red as a gift, a bonus payment, a kickback, a bribe,"
兢兢业业,jing1 jing1 ye4 ye4,"cautious and conscientious,"
力图,li4 tu2,"to try hard to, to strive to,"
零星,ling2 xing1,"fragmentary, random, bits and pieces, sporadic,"
美观,mei3 guan1,"pleasing to the eye, beautiful, artistic,"
耐用,nai4 yong4,"durable,"
热泪盈眶,re4 lei4 ying2 kuang4,"eyes brimming with tears of excitement (idiom), extremely moved,"
衔接,xian2 jie1,"to join together, to combine,"
雄厚,xiong2 hou4,"robust, strong and solid,"
与日俱增,yu3 ri4 ju4 zeng1,"to increase steadily, to grow with each passing day,"
志气,zhi4 qi4,"ambition, resolve, backbone, drive, spirit,"
斑纹,ban1 wen2,"stripe, streak,"
本着,ben3 zhe5,"based on..., in conformance with.., taking as one's main principle,"
称心如意,chen4 xin1 ru2 yi4,"after one's heart (idiom); gratifying and satisfactory, everything one could wish,"
短促,duan3 cu4,"short in time, fleeting, brief,"
附和,fu4 he4,"to parrot, to crib, to copy sb's action or words, to trail sb's footsteps, copy-cat,"
见义勇为,jian4 yi4 yong3 wei2,"to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth, acting heroically in a just cause,"
扩充,kuo4 chong1,"to expand,"
屡次,lv3 ci4,"repeatedly, time and again,"
磨合,mo2 he2,"to break in, to wear in,"
气魄,qi4 po4,"spirit, boldness, positive outlook, imposing attitude,"
取缔,qu3 di4,"to ban, to prohibit (publications, customs etc), to outlaw, to suppress (violators),"
神态,shen2 tai4,"appearance, manner, bearing, deportment, look, expression, mien,"
声势,sheng1 shi4,"fame and power, prestige, influence, impetus, momentum,"
盛产,sheng4 chan3,"superabundant, to teem with, to produce in abundance, to abound in,"
调剂,tiao2 ji4,"to adjust, to balance, to make up a medical prescription,"
应邀,ying4 yao1,"at sb's invitation, on invitation,"
馋,chan2,"gluttonous, greedy, to have a craving,"
杜绝,du4 jue2,"to put an end to,"
防治,fang2 zhi4,"prevention and cure,"
化肥,hua4 fei2,"fertilizer,"
举世闻名,ju3 shi4 wen2 ming2,"(saying) world famous,"
勘探,kan1 tan4,"exploration,"
落实,luo4 shi2,"practical, workable, to implement, to carry out, to decide,"
谋求,mou2 qiu2,"to seek, to strive for,"
神色,shen2 se4,"expression, look,"
效益,xiao4 yi4,"benefit, effectiveness, efficiency,"
征收,zheng1 shou1,"to levy (a fine), to impose (a tariff),"
层出不穷,ceng2 chu1 bu4 qiong2,"more and more emerge, innumerable succession, breeding like flies (idiom),"
倡议,chang4 yi4,"to suggest, to initiate, proposal, initiative,"
吃苦,chi1 ku3,"to bear, hardships,"
磋商,cuo1 shang1,"to consult, to discuss seriously, to negotiate, to confer, negotiations, consultations,"
东张西望,dong1 zhang1 xi1 wang4,"to look in all directions (idiom), to glance around,"
急功近利,ji2 gong1 jin4 li4,"seeking instant benefit (idiom); shortsighted vision, looking only for fast return,"
缴纳,jiao3 na4,"to pay (taxes etc),"
就近,jiu4 jin4,"nearby, in a close neighborhood,"
立交桥,li4 jiao1 qiao2,"overpass, flyover,"
